,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
3483,PHD,2013,Herringside,3,33,Female,No,2,0
3484,Bachelors,2018,East Sarahmouth,3,25,Male,Yes,3,1
3485,PHD,2017,South Kenneth,3,27,Male,No,5,0
3486,Bachelors,2017,Morenoburgh,3,25,Male,No,4,0
3487,Masters,2017,Mikebury,3,37,Male,No,2,0
3488,Masters,2013,Tylershire,1,30,Female,No,3,0
3489,Bachelors,2017,Weisschester,2,39,Female,No,4,0
3490,Masters,2017,South Markberg,2,27,Male,No,5,0
3491,Masters,2017,Port Thomas,3,26,Male,No,4,1
3492,Bachelors,2018,Jonesfurt,2,26,Male,No,4,1
3493,Masters,2017,Morganside,2,26,Female,No,3,1
3494,Bachelors,2014,Longmouth,1,27,Female,No,5,0
3495,Bachelors,2015,Paulburgh,3,26,Female,Yes,4,0
3496,Masters,2017,Port Amyport,2,32,Male,No,2,0
3497,Bachelors,2013,Fisherfort,3,33,Female,No,3,0
3498,Bachelors,2014,Port Valeriemouth,3,28,Male,No,2,0
3499,Bachelors,2013,North Colinborough,3,37,Male,No,3,0
3500,Bachelors,2014,Elliottburgh,3,33,Female,No,0,1
3501,Bachelors,2014,East Ruben,1,41,Female,No,4,0
3502,Bachelors,2016,North Melissa,3,31,Female,No,1,1
3503,Bachelors,2014,Lindseyport,3,32,Female,No,4,1
3504,Bachelors,2018,New Kellyburgh,3,34,Male,No,0,1
3505,Bachelors,2016,West Natalie,3,26,Male,No,5,0
3506,Bachelors,2018,Lake Amber,3,27,Male,Yes,4,1
3507,Masters,2017,New Jacqueline,3,26,Male,No,4,0
3508,Bachelors,2014,East Maryville,3,30,Male,No,2,0
3509,Bachelors,2014,Keithhaven,3,30,Male,No,3,0
3510,Masters,2017,Lake Chaseside,3,24,Male,Yes,2,1
3511,PHD,2014,Port Jasmineport,3,28,Male,No,3,0
3512,Bachelors,2016,Roberthaven,1,32,Female,No,0,1
3513,Bachelors,2015,Henryberg,2,28,Female,No,4,1
3514,Bachelors,2017,West Jordan,3,27,Male,No,3,0
3515,Masters,2013,Joshuafort,3,26,Male,No,4,1
3516,Masters,2014,New Annmouth,3,40,Male,No,4,0
3517,Bachelors,2012,Port Arthur,3,25,Male,No,4,0
3518,Masters,2017,Jonesview,2,25,Male,No,2,1
3519,Bachelors,2015,Campbellbury,2,28,Female,No,3,0
3520,Bachelors,2013,Alejandroland,3,29,Male,Yes,0,1
3521,Bachelors,2018,East Edward,3,26,Male,No,4,1
3522,Bachelors,2017,West Lisaborough,2,27,Male,No,5,0
3523,Bachelors,2018,New Sara,3,25,Male,Yes,3,1
3524,Bachelors,2014,Crystalland,3,30,Male,No,1,0
3525,Bachelors,2013,Sextonview,3,26,Female,No,4,1
3526,Bachelors,2017,Lake Barrymouth,3,26,Male,No,3,0
3527,Masters,2017,Port Patricia,2,24,Male,No,2,0
3528,Masters,2017,Adamstad,2,28,Male,No,3,1
3529,Bachelors,2014,New Robert,3,25,Male,No,3,1
3530,Bachelors,2015,New James,3,26,Female,Yes,5,1
3531,Masters,2018,Port Scottview,3,26,Male,Yes,4,1
3532,PHD,2013,Whitestad,3,28,Male,No,3,1
3533,Bachelors,2013,West Susan,2,26,Male,Yes,4,1
3534,Masters,2018,Nelsonmouth,3,25,Male,No,4,1
3535,Bachelors,2016,Smithshire,3,28,Male,No,3,0
3536,PHD,2017,South Thomas,3,25,Male,No,3,0
3537,Bachelors,2012,Rogerborough,3,27,Male,No,3,1
3538,Masters,2017,Richardshire,3,27,Male,No,5,0
3539,Masters,2017,South Andrew,3,36,Male,No,0,0
3540,Bachelors,2012,Jefferychester,3,34,Male,No,4,0
3541,Bachelors,2014,Traceymouth,3,28,Male,Yes,5,1
3542,PHD,2016,New Colleenchester,3,26,Male,No,5,0
3543,Bachelors,2013,East Luis,2,27,Female,No,0,0
3544,Bachelors,2018,New Jorge,3,24,Male,No,3,1
3545,Bachelors,2013,Kevinborough,3,25,Female,No,1,0
3546,Bachelors,2014,Armstrongland,3,28,Male,No,3,0
3547,Masters,2018,Cookbury,2,24,Male,Yes,3,1
3548,Masters,2017,Bobbyville,2,29,Male,No,2,0
3549,PHD,2016,West Lisa,2,26,Male,No,2,1
3550,Bachelors,2015,Bobbyton,3,26,Female,No,4,0
3551,Bachelors,2015,Brittanychester,3,28,Female,No,3,0
3552,Bachelors,2014,Hunterchester,3,26,Female,No,3,0
3553,Masters,2013,Johnsonport,3,26,Male,No,2,1
3554,Masters,2018,Cochranview,3,26,Male,Yes,4,1
3555,Bachelors,2013,Lake Andrew,1,28,Female,No,3,1
3556,Bachelors,2013,Mosesborough,2,25,Male,No,3,1
3557,Bachelors,2012,North Victoriafort,3,26,Male,No,1,1
3558,Bachelors,2016,New Sharonborough,3,41,Male,No,5,0
3559,Masters,2017,Port Brandy,3,28,Male,No,4,1
3560,Masters,2015,West Matthewhaven,3,25,Male,No,4,1
3561,Bachelors,2015,Aaronmouth,2,25,Female,No,4,1
3562,Bachelors,2014,Gordonshire,3,26,Male,No,4,0
3563,Bachelors,2017,West Barryville,3,39,Male,No,3,0
3564,Bachelors,2013,Thorntonmouth,3,30,Male,No,1,1
3565,Bachelors,2014,Port Mariatown,3,25,Male,No,3,1
3566,Bachelors,2012,North Gary,1,39,Male,Yes,2,0
3567,Bachelors,2017,Port Daniellefort,2,24,Female,No,4,1
3568,Bachelors,2012,East Anaberg,3,40,Male,No,1,1
3569,Bachelors,2017,North Bradley,2,25,Male,No,5,0
3570,Masters,2013,Lake Joseph,2,35,Male,No,5,0
3571,Bachelors,2013,Roweshire,3,35,Male,No,1,0
3572,Bachelors,2014,Port Stevenview,1,28,Male,No,1,0
3573,PHD,2014,New Shawnview,3,28,Female,No,5,1
3574,Bachelors,2014,Randallside,3,29,Male,No,2,1
3575,Bachelors,2013,South Michaelmouth,3,27,Male,No,4,1
3576,PHD,2017,South Sean,3,28,Male,No,3,0
3577,Masters,2012,Port Tanyaview,3,40,Female,Yes,2,1
3578,Bachelors,2012,Yatesberg,3,39,Male,No,1,0
3579,Bachelors,2014,Reedtown,3,29,Male,No,4,0
3580,Masters,2014,New Michaelview,2,36,Male,No,4,1
3581,Bachelors,2014,North Gregory,3,37,Male,No,3,0
3582,Bachelors,2015,Millerfort,2,26,Female,No,4,1
3583,Bachelors,2014,New Nicholas,1,28,Female,No,0,0
3584,Bachelors,2017,Wilsonburgh,3,26,Female,No,4,0
3585,Masters,2017,North Kristenfurt,3,26,Male,No,4,1
3586,Masters,2018,Matthewberg,3,24,Male,Yes,2,1
3587,Bachelors,2016,West Maria,3,40,Male,No,1,1
3588,Bachelors,2014,West Blake,2,26,Female,No,3,1
3589,Bachelors,2015,New Garyville,2,36,Female,No,1,1
3590,PHD,2017,East Mary,3,37,Male,No,3,0
3591,Masters,2014,South Melissa,2,25,Male,No,2,0
3592,Masters,2015,Goodwinburgh,2,27,Male,No,5,1
3593,Bachelors,2014,Bensonville,3,37,Male,No,3,0
3594,Masters,2014,Port Jonathanstad,3,25,Male,No,2,1
3595,Bachelors,2016,East Andrew,3,28,Male,No,4,0
3596,Bachelors,2015,Roachville,2,26,Female,No,4,1
3597,PHD,2013,West Denisemouth,3,27,Male,No,5,0
3598,Bachelors,2015,Nelsonstad,3,28,Female,No,0,1
3599,Bachelors,2018,South Tim,3,26,Male,No,4,1
3600,Bachelors,2018,New Jasonchester,1,40,Male,No,2,1
3601,Bachelors,2012,West Shannon,3,27,Female,No,5,0
3602,Bachelors,2018,West Susan,3,26,Male,No,4,1
3603,Bachelors,2013,Martinezchester,1,24,Female,No,0,0
3604,Masters,2017,Wagnermouth,3,25,Male,Yes,2,1
3605,Bachelors,2013,North Kimberly,3,24,Female,No,3,0
3606,PHD,2012,Lauraview,3,28,Male,No,4,0
3607,Bachelors,2017,Port Kenneth,1,24,Male,No,3,0
3608,Masters,2017,Bradymouth,3,28,Male,No,5,0
3609,PHD,2012,Hornside,3,38,Male,No,4,0
3610,Masters,2015,South Erica,1,40,Female,No,0,0
3611,Bachelors,2015,East Pamburgh,3,26,Female,No,4,1
3612,Bachelors,2017,East Derekborough,3,39,Male,No,1,1
3613,Masters,2018,Michelechester,1,26,Male,No,3,1
3614,Bachelors,2015,Gonzalesbury,3,26,Male,No,4,1
3615,Masters,2012,Brandonberg,3,26,Male,Yes,4,1
3616,Bachelors,2015,Alvarezburgh,3,38,Male,No,2,0
3617,PHD,2012,Craigport,3,30,Male,No,4,0
3618,Bachelors,2015,Gonzalesborough,2,40,Female,No,4,1
3619,Bachelors,2015,Glennstad,1,39,Male,No,4,0
3620,Bachelors,2015,Nashborough,1,26,Male,No,5,0
3621,Masters,2017,West Michael,2,28,Female,No,4,0
3622,Masters,2017,Faithchester,3,27,Male,Yes,5,1
3623,Bachelors,2017,Gloriashire,2,27,Female,No,5,0
3624,PHD,2013,Juliaport,2,27,Female,No,0,1
3625,Bachelors,2015,Kennethshire,3,26,Female,No,5,0
3626,Masters,2018,Boydborough,3,25,Male,No,4,1
3627,Masters,2017,Perezberg,2,25,Male,No,2,0
3628,Bachelors,2014,North John,1,39,Male,No,3,0
3629,Bachelors,2014,South Johnmouth,3,38,Male,No,0,0
3630,Bachelors,2014,Williamsonside,3,26,Female,No,1,0
3631,Bachelors,2016,South Tina,3,28,Male,No,3,0
3632,Bachelors,2015,Katrinamouth,2,26,Female,No,3,0
3633,Bachelors,2016,North Amberfort,3,25,Male,Yes,0,1
3634,PHD,2014,North Bethport,3,25,Male,No,3,0
3635,Masters,2014,Johnsonchester,3,35,Male,No,2,0
3636,Bachelors,2018,Terrifurt,3,26,Male,Yes,3,1
3637,Masters,2017,Burnston,3,37,Male,No,2,0
3638,Bachelors,2013,East Amandafurt,3,40,Male,No,2,0
3639,Masters,2017,West Edward,2,26,Male,No,2,1
3640,Masters,2017,Lake Matthewstad,2,24,Male,No,2,1
3641,Masters,2017,Susanville,2,29,Male,No,2,0
3642,Bachelors,2015,North Dawnmouth,2,27,Female,No,4,0
3643,Bachelors,2017,East Ianfurt,2,24,Female,No,2,1
3644,Bachelors,2014,New Carlamouth,1,33,Female,No,0,0
3645,Bachelors,2013,South Jennifer,3,26,Male,No,4,1
3646,Masters,2017,Jeffreyland,1,41,Male,No,2,0
3647,Masters,2017,East Erinfurt,2,26,Male,No,4,1
3648,Masters,2014,Lake Cheryl,3,25,Male,No,4,0
3649,Masters,2013,Lake Carolyn,2,25,Male,Yes,4,1
3650,Bachelors,2014,Wendyview,3,25,Male,No,3,0
3651,Bachelors,2017,New Mario,3,39,Male,No,5,0
3652,Bachelors,2016,Adamsmouth,3,26,Male,Yes,4,1
3653,Bachelors,2016,Knappstad,3,25,Male,No,3,0
3654,Masters,2018,South William,3,39,Male,No,4,1
3655,Bachelors,2017,Lake Nancystad,2,24,Male,Yes,5,0
3656,Masters,2017,North Donna,2,25,Male,No,0,0
3657,Masters,2017,Armstrongborough,3,38,Male,No,4,0
3658,Bachelors,2017,Matthewmouth,3,25,Male,No,3,0
3659,Bachelors,2018,East Zacharybury,3,26,Male,Yes,3,1
3660,Bachelors,2017,Nicholsburgh,2,26,Male,No,1,0
3661,Masters,2017,South Nicholas,2,26,Male,No,4,0
3662,Masters,2017,Wellsborough,2,28,Male,No,5,0
3663,PHD,2014,Christophermouth,3,26,Male,No,3,0
3664,Bachelors,2014,South Brandon,1,38,Female,No,4,0
3665,Bachelors,2016,Sharpfurt,3,28,Female,No,4,0
3666,Bachelors,2014,Port Jennifershire,3,27,Female,No,5,0
3667,Bachelors,2014,New Jonathan,3,30,Male,No,2,0
3668,Bachelors,2016,Quinnville,3,36,Female,No,3,1
3669,Bachelors,2017,East Maryville,3,28,Female,No,4,1
3670,Bachelors,2012,Angelaborough,3,41,Female,No,3,1
3671,Bachelors,2016,East Anneview,3,25,Male,No,4,0
3672,PHD,2017,Leonardview,3,27,Male,Yes,5,0
3673,Bachelors,2018,Jonesbury,3,36,Male,No,3,1
3674,Masters,2014,South Eric,1,24,Male,No,2,1
3675,Bachelors,2018,West Karinahaven,3,26,Male,No,4,1
3676,Bachelors,2015,West Darren,1,27,Male,No,5,0
3677,Bachelors,2015,North Debramouth,3,27,Female,No,3,0
3678,Bachelors,2012,Lake Donaldmouth,3,28,Male,No,3,0
3679,Bachelors,2014,South Jamesburgh,3,28,Male,No,2,0
3680,Bachelors,2014,North Jasonview,3,28,Male,No,2,0
3681,Bachelors,2013,South Jennifer,3,40,Female,No,4,0
3682,Bachelors,2013,Marymouth,3,31,Female,No,3,0
3683,Masters,2017,Port Karenville,2,25,Male,No,2,0
3684,PHD,2017,Kiaraview,3,25,Male,No,2,1
3685,Bachelors,2016,New Kenneth,3,39,Male,No,1,0
3686,Bachelors,2014,North Kaitlyn,3,26,Male,No,0,0
3687,Bachelors,2012,Hallchester,3,28,Male,No,3,0
3688,Masters,2017,North Joyce,2,25,Male,No,2,0
3689,Bachelors,2013,Hoodbury,3,24,Male,No,3,1
3690,Bachelors,2014,West Frank,3,26,Male,No,3,1
3691,Bachelors,2013,South Kimberlymouth,3,28,Male,No,0,0
3692,Bachelors,2018,Lake Heather,3,26,Male,No,4,1
3693,Bachelors,2017,Kayleeshire,3,28,Male,No,5,0
3694,Bachelors,2014,Arnoldview,3,36,Male,No,0,0
3695,PHD,2014,West Jeffreymouth,3,26,Male,No,3,1
3696,Masters,2014,South Samantha,3,25,Male,Yes,2,0
3697,Masters,2017,New Williamstad,2,30,Male,No,2,0
3698,PHD,2013,Kristymouth,3,25,Female,No,3,0
3699,PHD,2015,Juliebury,3,28,Male,No,2,1
3700,Bachelors,2014,New Christopherview,3,26,Female,No,3,0
3701,Bachelors,2014,Yvonneberg,2,24,Female,No,4,1
3702,Bachelors,2013,Albertton,2,39,Female,No,5,0
3703,PHD,2013,Joseland,3,36,Male,No,4,1
3704,Masters,2013,Wilsonmouth,3,25,Male,No,3,1
3705,Bachelors,2013,East Robert,1,26,Female,No,4,1
3706,Bachelors,2015,Lake Crystal,2,29,Male,Yes,2,0
3707,Masters,2017,Davidton,2,25,Female,No,0,0
3708,Bachelors,2015,Heatherbury,3,37,Female,No,4,1
3709,Masters,2013,Port Alexandra,2,24,Male,No,2,0
3710,Bachelors,2014,Dianeborough,3,25,Male,No,0,0
3711,PHD,2018,Kristyview,2,28,Female,No,5,1
3712,Bachelors,2013,Maryshire,3,28,Female,No,2,0
3713,Bachelors,2015,Port Andrew,2,26,Female,No,5,0
3714,Bachelors,2012,Michellebury,2,26,Female,No,1,1
3715,Bachelors,2016,East Jack,3,25,Male,No,3,1
3716,Bachelors,2014,New Anna,3,34,Male,No,3,0
3717,Masters,2015,Lake Josephtown,2,23,Male,No,4,1
3718,Masters,2017,Stricklandchester,2,25,Male,No,5,0
3719,Bachelors,2017,Peterburgh,2,27,Male,No,5,0
3720,Bachelors,2015,Richardview,2,26,Female,No,5,0
3721,Bachelors,2014,West Jasmine,3,30,Female,No,0,0
3722,Bachelors,2016,Thomasland,1,40,Male,No,0,0
3723,PHD,2013,Amyborough,3,27,Male,No,5,0
3724,Bachelors,2015,Bethanyshire,3,27,Female,No,5,0
3725,Bachelors,2015,Maryport,3,40,Female,No,0,1
3726,Masters,2014,West Heathertown,3,36,Male,Yes,3,1
3727,Bachelors,2013,Villanuevaville,3,26,Female,No,4,0
3728,Bachelors,2013,Griffinfurt,2,40,Male,No,2,0
3729,PHD,2013,West Tylerton,3,25,Male,No,3,0
3730,Bachelors,2015,North Carlaburgh,3,28,Male,No,5,0
3731,Bachelors,2012,Amyside,3,36,Female,No,3,1
3732,Bachelors,2012,Catherinefort,3,26,Male,No,5,0
3733,Bachelors,2015,West Leslieville,3,28,Female,No,5,1
3734,Masters,2017,South Danielview,2,26,Male,No,2,0
3735,Bachelors,2016,New Sierra,3,28,Male,No,5,0
3736,Bachelors,2015,Port Cheryl,3,40,Female,No,6,1
3737,Bachelors,2013,East Deniseview,3,34,Female,No,5,0
3738,Bachelors,2014,New Rogertown,3,28,Female,No,3,0
3739,Bachelors,2016,South Thomas,1,26,Male,No,4,1
3740,Bachelors,2016,Smithburgh,3,34,Male,No,7,1
3741,Masters,2017,Boydfort,2,27,Male,No,3,0
3742,Bachelors,2013,Lake Larrytown,3,26,Male,Yes,3,1
3743,PHD,2018,Adamstad,2,26,Female,No,1,1
3744,PHD,2017,Lake Randy,3,26,Male,No,4,0
3745,Bachelors,2015,Port Travis,3,26,Male,No,4,0
3746,Bachelors,2015,Tatetown,2,25,Male,No,3,1
3747,Bachelors,2017,Port Tyler,2,27,Female,No,5,0
3748,Masters,2017,Port Deanmouth,2,26,Female,No,5,0
3749,PHD,2018,Port Joshua,3,25,Male,Yes,4,1
3750,PHD,2015,South Cynthiahaven,2,26,Female,No,4,0
3751,Bachelors,2012,Mortontown,3,38,Male,No,1,0
3752,Bachelors,2013,West Cathy,3,36,Male,No,3,0
3753,Bachelors,2012,Francoville,3,26,Male,No,4,1
3754,Bachelors,2014,Kellymouth,3,34,Male,No,2,0
3755,Masters,2017,West Alexander,2,25,Male,No,2,0
3756,Bachelors,2015,Robertsonland,2,35,Female,No,2,1
3757,Bachelors,2014,Scottfort,3,39,Female,No,4,0
3758,Bachelors,2015,Anitaville,2,38,Male,No,3,0
3759,Masters,2017,Gutierrezmouth,2,40,Male,No,2,0
3760,PHD,2018,Port Brian,3,26,Male,Yes,2,1
3761,Bachelors,2016,Lake Timothy,3,28,Female,No,3,0
3762,Masters,2017,North Steven,2,25,Male,No,2,0
3763,PHD,2013,West Elizabeth,3,27,Male,No,5,0
3764,PHD,2014,Greeneberg,3,26,Male,No,2,0
3765,Masters,2017,Port Coreystad,2,24,Male,No,2,0
3766,Bachelors,2015,Martinside,2,27,Female,No,5,1
3767,Bachelors,2014,South Christopher,3,38,Male,No,4,0
3768,Bachelors,2018,Kelseymouth,3,25,Female,No,2,1
3769,Bachelors,2016,East Davidborough,3,39,Female,No,0,1
3770,Bachelors,2012,Lake Brian,3,28,Male,No,5,0
3771,Bachelors,2016,Ronaldtown,2,26,Male,Yes,5,1
3772,Bachelors,2013,Richardland,3,25,Male,No,5,0
3773,Masters,2016,Steventon,3,29,Male,Yes,2,1
3774,Bachelors,2014,Port Deniseborough,3,24,Male,No,3,0
3775,Bachelors,2013,Rachelmouth,2,26,Male,No,4,0
3776,Bachelors,2012,New Michael,3,26,Female,No,2,1
3777,Masters,2017,Thompsonshire,2,39,Female,No,3,0
3778,Masters,2017,Jonathantown,2,25,Male,No,2,0
3779,Bachelors,2018,New Gregoryville,3,27,Female,No,4,1
3780,Bachelors,2015,Blackland,1,37,Female,No,5,0
3781,PHD,2013,Hansentown,3,29,Male,No,1,0
3782,Masters,2017,Sosaborough,3,25,Male,No,2,0
3783,Bachelors,2012,Thompsonburgh,3,26,Female,No,4,0
3784,Bachelors,2017,North Bethanyfurt,3,26,Male,No,1,0
3785,Masters,2012,Reidville,3,39,Male,Yes,5,0
3786,Bachelors,2017,Morganview,3,38,Male,No,5,0
3787,Bachelors,2016,Port Shawna,3,24,Female,No,3,0
3788,Bachelors,2015,East Stephen,3,28,Female,No,4,1
3789,Masters,2018,South Samantha,3,25,Male,No,3,1
3790,Masters,2017,West Melissamouth,2,39,Male,No,0,0
3791,PHD,2014,New Robertborough,3,25,Male,No,0,0
3792,Bachelors,2014,North Jasonport,3,38,Female,No,0,0
3793,Bachelors,2015,New Adrianaland,3,25,Male,Yes,4,1
3794,Bachelors,2015,South Melanie,2,26,Female,No,4,1
3795,Masters,2017,Ochoaberg,2,36,Male,No,2,0
3796,Masters,2018,Lake Brian,3,27,Female,No,3,1
3797,Bachelors,2018,Marthaland,3,27,Male,No,5,1
3798,Masters,2012,Christineshire,3,33,Male,No,0,0
3799,Bachelors,2014,New Pamela,3,26,Male,No,4,0
3800,PHD,2014,West Arthur,3,26,Male,No,5,0
3801,Masters,2017,East Kevin,3,27,Male,No,5,0
3802,Bachelors,2014,Maynardview,1,34,Male,No,0,0
3803,Masters,2017,Lake William,2,26,Male,No,2,0
3804,Bachelors,2018,West Larryport,3,26,Female,No,3,1
3805,Bachelors,2014,Zacharyside,3,25,Male,No,3,0
3806,Bachelors,2015,East Williamfurt,2,26,Female,No,4,1
3807,PHD,2015,New Erikville,2,26,Male,No,3,1
3808,Bachelors,2013,Port Davidborough,3,25,Male,No,2,0
3809,Bachelors,2013,Lake Mariefort,2,34,Female,No,5,1
3810,Bachelors,2014,South Williamberg,3,39,Male,No,3,1
3811,Masters,2017,East Jeanette,3,30,Male,Yes,3,0
3812,Bachelors,2012,Riggsstad,3,26,Female,No,1,0
3813,Bachelors,2015,Perkinstown,3,28,Female,No,0,0
3814,Bachelors,2014,Port James,3,26,Male,No,5,1
3815,Bachelors,2018,New Cory,3,26,Male,No,4,1
3816,Bachelors,2014,Brianfurt,3,40,Male,No,1,1
3817,Bachelors,2018,Tranfort,2,26,Female,No,0,1
3818,Bachelors,2012,East Danny,3,25,Male,No,3,1
3819,Bachelors,2017,West Daltonmouth,2,41,Female,No,5,0
3820,Bachelors,2014,New Brad,3,29,Female,No,0,0
3821,Bachelors,2014,Cooperstad,1,28,Female,No,3,0
3822,Masters,2017,Andersonchester,2,30,Male,No,4,0
3823,Bachelors,2015,East Traciebury,3,26,Female,No,4,1
3824,Bachelors,2012,New Erinland,3,39,Male,No,1,0
3825,Bachelors,2014,Port Christopherburgh,3,26,Male,No,3,1
3826,Bachelors,2014,Stephaniefort,1,39,Female,No,2,0
3827,Masters,2018,New Elizabeth,3,24,Male,Yes,3,1
3828,Bachelors,2012,South Amber,3,36,Female,No,6,0
3829,Bachelors,2013,West Robert,3,26,Male,No,4,1
3830,Bachelors,2014,Lake Richardfurt,3,36,Male,No,3,1
3831,Bachelors,2014,Zacharyfort,1,34,Male,No,4,1
3832,Bachelors,2013,Karifort,3,37,Male,Yes,5,0
3833,Masters,2017,Kimview,3,27,Male,No,5,0
3834,PHD,2014,East Brianborough,3,32,Male,No,1,0
3835,Bachelors,2015,Daystad,2,26,Female,No,4,1
3836,Bachelors,2015,Port Jamesstad,3,30,Female,No,5,1
3837,Masters,2015,Ashleyport,3,26,Male,No,4,1
3838,Bachelors,2014,West Kimberly,3,24,Male,No,3,0
3839,Bachelors,2018,Port Lisa,3,26,Male,Yes,3,1
3840,Bachelors,2014,East Thomasshire,3,24,Male,No,2,0
3841,Bachelors,2014,Robinsonview,2,26,Female,No,4,1
3842,Masters,2017,North Stephanie,3,30,Male,No,4,0
3843,Bachelors,2014,West Drew,3,24,Male,No,1,0
3844,Bachelors,2018,East Amyhaven,3,25,Male,Yes,3,1
3845,Bachelors,2016,Port Samantha,3,41,Female,No,5,1
3846,PHD,2014,Port Michael,3,26,Male,No,3,1
3847,PHD,2013,Lake Jeanettefurt,1,37,Female,No,4,0
3848,Bachelors,2012,New Margaretside,3,41,Male,No,1,1
3849,Bachelors,2015,South Samuel,2,39,Male,No,5,0
3850,Masters,2018,North Dawnstad,2,28,Male,Yes,2,1
3851,Masters,2017,East Elizabethland,2,24,Female,No,5,1
3852,PHD,2018,Port Maryburgh,3,26,Male,Yes,3,1
3853,Masters,2018,Brownfort,3,25,Male,Yes,2,1
3854,Masters,2017,Juliantown,3,28,Male,No,2,0
3855,Masters,2017,North Charles,2,30,Male,No,3,1
3856,PHD,2012,East Nicholasside,3,27,Male,No,3,0
3857,Bachelors,2013,Williamsberg,3,35,Male,No,4,0
3858,Bachelors,2012,Christinaton,3,26,Female,No,1,1
3859,Bachelors,2012,Woodton,3,26,Male,No,0,1
3860,Bachelors,2016,Lake Noahstad,3,34,Male,No,3,0
3861,Bachelors,2018,Wyattfort,2,41,Female,No,4,1
3862,PHD,2015,South Eric,3,30,Female,No,6,0
3863,Bachelors,2014,New Michaelside,3,24,Female,No,0,0
3864,Bachelors,2013,North Shannon,3,26,Male,No,2,1
3865,Bachelors,2015,North Danielton,3,26,Female,No,5,1
3866,Masters,2012,East Morganberg,3,28,Male,No,2,0
3867,Bachelors,2015,Smithburgh,2,25,Female,No,5,0
3868,Bachelors,2016,New Nathaniel,3,32,Female,No,6,0
3869,Bachelors,2013,Kevinbury,3,33,Male,No,0,0
3870,Bachelors,2012,East Jeffreyfort,3,29,Female,No,3,0
3871,Bachelors,2017,Morgantown,3,27,Male,No,3,0
3872,Masters,2017,New Crystalborough,3,29,Male,No,2,0
3873,Bachelors,2013,South Francisco,3,26,Male,No,4,1
3874,Bachelors,2018,Jarvistown,3,25,Male,No,3,1
3875,Bachelors,2013,Duarteton,3,25,Female,No,3,1
3876,Bachelors,2015,West Melissa,2,26,Female,No,4,1
3877,Masters,2018,Perryville,2,27,Male,Yes,3,1
3878,Bachelors,2013,West Audreyborough,3,30,Male,No,4,0
3879,Masters,2017,New Alexandrahaven,2,27,Male,No,5,1
3880,Bachelors,2015,Hernandezbury,3,28,Female,No,3,1
3881,Masters,2017,Boothmouth,2,24,Male,Yes,2,1
3882,Masters,2015,Ramirezfort,2,35,Male,No,2,1
3883,Bachelors,2015,East Samanthaland,2,32,Male,Yes,2,1
3884,Bachelors,2015,Port Marychester,1,28,Female,No,2,1
3885,Bachelors,2012,Alvarezshire,3,36,Male,No,5,1
3886,Masters,2016,New Josephbury,3,25,Male,No,2,0
3887,Bachelors,2016,New Josephtown,3,26,Male,No,4,1
3888,Masters,2017,South Jessicaburgh,3,26,Male,No,3,1
3889,Bachelors,2014,Evansland,3,25,Female,No,4,1
3890,Bachelors,2014,North Donna,3,30,Male,No,5,1
3891,Bachelors,2012,Lake Tonya,3,39,Male,No,1,0
3892,Bachelors,2013,Newmanshire,3,24,Male,No,3,0
3893,Bachelors,2013,East Stephanieville,1,28,Male,No,3,0
3894,Bachelors,2015,Kimtown,3,26,Female,No,0,1
3895,Bachelors,2013,Brownmouth,3,38,Male,No,5,0
3896,Masters,2015,Lake Hollyside,2,25,Female,No,3,0
3897,Bachelors,2014,North Lori,3,38,Male,No,0,1
3898,Bachelors,2013,New Andrew,3,26,Female,No,3,0
3899,Masters,2017,West Kyleport,2,25,Male,No,2,0
3900,Bachelors,2015,Michaelland,2,27,Female,No,5,0
3901,Bachelors,2015,Maureenview,1,33,Female,No,1,0
3902,Bachelors,2014,Lake Dalton,1,27,Female,No,2,1
3903,Masters,2017,Vasquezville,2,39,Male,No,3,0
3904,Bachelors,2014,Michaelburgh,3,35,Female,No,1,0
3905,Bachelors,2016,North Jeffrey,3,35,Male,No,1,0
3906,Bachelors,2012,Darrenside,3,40,Male,Yes,3,1
3907,Masters,2012,Lake Joshua,3,26,Female,No,7,1
3908,Bachelors,2016,Stephenmouth,3,28,Male,No,7,0
3909,Bachelors,2015,Port Jacobstad,1,29,Female,No,0,1
3910,Bachelors,2015,Velasquezton,2,40,Female,No,6,1
3911,Bachelors,2013,Port Natasha,3,28,Male,No,3,1
3912,PHD,2014,Lake William,3,25,Male,No,3,0
3913,Masters,2017,Benjaminland,2,24,Female,No,4,0
3914,Bachelors,2015,Port Melissatown,3,28,Male,No,5,1
3915,Bachelors,2016,Elizabethbury,3,27,Female,No,3,1
3916,Masters,2017,Schmidtborough,2,24,Male,No,2,0
3917,Masters,2012,Woodton,3,28,Male,No,5,0
3918,Masters,2017,New Stephen,2,30,Male,No,2,1
3919,Bachelors,2015,Lewisburgh,3,28,Female,No,3,1
3920,Bachelors,2014,North Jessicaton,3,28,Female,No,1,0
3921,Masters,2015,Barryfurt,2,27,Female,No,3,1
3922,Bachelors,2016,Tammyport,3,26,Male,No,0,0
3923,Masters,2018,Osborneport,2,34,Male,No,4,1
3924,Bachelors,2017,Port Steven,3,26,Male,No,3,0
3925,Bachelors,2012,Conwayberg,3,28,Male,No,7,0
3926,Masters,2013,Alyssaburgh,2,33,Male,No,4,0
