RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
45089,1475,91261,118026,118450,118641,123881,118643,118644,1
34950,7525,117961,118225,120551,118784,147114,290919,118786,1
40311,17451,117961,118052,126137,126138,194170,124136,126140,1
73214,5540,117961,118300,123472,118321,117906,290919,118322,0
76880,1605,117961,118327,128935,118396,235280,118398,118399,1
40131,148913,118212,118213,118921,118890,305057,118398,118892,1
34924,6727,117961,117969,6725,125687,259130,6725,125689,1
73536,86,117961,118446,122550,118321,117906,290919,118322,1
34026,36144,117961,118300,124816,118685,126297,308574,118687,0
32642,15961,119280,119281,118623,126684,122534,292795,126685,1
2341,169,117961,118413,121639,117905,287626,290919,117908,1
79092,17834,117902,117903,124725,117905,117906,290919,117908,1
31919,16973,91261,118026,124942,117905,117906,290919,117908,1
35498,18454,117961,118343,119598,125171,257115,118424,125173,1
40204,4566,119062,119091,118992,118028,130134,117887,118030,1
36350,19286,122880,122974,121716,120611,136293,249618,120613,1
81350,3113,117961,118343,118911,118834,133686,118424,118836,1
3853,16314,117961,118446,120317,118321,117906,290919,118322,1
34105,133801,119062,119091,118535,118321,117906,290919,118322,1
20273,27430,117980,117981,117884,117885,117913,117887,117888,1
27416,22356,117926,118124,117920,127389,127390,19721,127391,1
33149,46170,118290,118291,118889,121527,307233,118398,121529,1
42457,17199,117961,117969,118970,118890,311441,118398,118892,1
18278,2612,117961,118327,123901,118321,117906,290919,118322,1
117088,806,117961,118300,123719,118321,117906,290919,118322,1
34924,2610,117961,118327,121979,118321,117906,290919,118322,1
73756,58865,117961,118446,119064,120097,139690,270488,120099,1
33146,2260,117961,118343,119598,118422,300136,118424,118425,1
20801,671,117961,117962,118352,118784,117906,290919,118786,1
40012,17930,117961,118446,117945,118811,120605,19793,118813,1
43452,3486,118752,119070,118042,118043,118043,270488,118046,1
74016,15516,117961,118052,120304,118702,132675,118704,118705,1
25731,4945,117961,118300,118360,119849,148676,118638,119851,1
967,2855,118169,118170,119262,117946,125711,292795,117948,0
23086,215806,118315,118316,123656,118321,242891,290919,118322,1
37631,21135,117961,118343,123494,118321,117906,290919,118322,1
29024,4952,117961,118343,120126,123615,133686,118424,123617,1
28517,25475,118717,118718,117895,118568,281735,19721,118570,1
76446,7539,117961,118343,119987,118321,117906,290919,118322,1
4675,25262,117961,118327,118320,118523,310608,118331,118525,1
39511,79403,117983,117984,117878,117879,117897,19721,117880,1
28149,7411,117961,118386,118746,118747,152307,118453,118749,1
20292,16049,117926,118124,81476,179731,120238,117887,117973,1
6977,7253,117961,118225,118403,117905,117906,290919,117908,1
31983,31002,118114,118115,118810,122952,305581,19793,122954,1
79092,5249,117961,118386,123144,118396,269406,118398,118399,1
20364,3267,117961,118052,120356,118054,118054,117887,118055,1
39883,55956,118555,118178,119262,117946,119727,292795,117948,1
3853,7022,119062,119091,118535,118321,117906,290919,118322,1
31983,13330,117961,118446,118810,123082,166884,19793,123084,1
81026,4151,118990,118991,118992,128230,302830,4673,128231,1
45185,46830,117929,117940,117941,118568,140630,19721,118570,1
25231,30520,117902,117903,118507,120952,130134,118453,120954,1
23960,3526,117961,118225,120323,119093,152422,119095,119096,1
23567,7338,117961,118225,119924,118321,152852,290919,118322,1
4675,19986,117961,118225,125139,120773,118959,118960,120774,1
79299,7683,117887,118178,117945,123670,305057,121916,123672,1
38468,50280,119178,119179,117895,117896,117913,117887,117898,1
42085,5210,117961,118343,118979,120497,223125,118424,120499,1
4675,49577,117961,118327,118933,118784,200462,290919,118786,1
35540,19858,117929,117940,117941,118568,140630,19721,118570,1
27124,14789,117961,118327,127470,118321,117906,290919,118322,1
26430,85728,118212,118580,117895,117885,117913,117887,117888,1
74550,23340,117961,118225,120663,122030,134579,122032,122033,1
44943,6277,117961,118343,118437,117905,240983,290919,117908,1
75901,52734,118290,118291,118660,118293,118294,118295,118296,1
18399,5396,117961,118343,119993,118321,240983,290919,118322,1
27755,19881,118006,118007,117941,117879,117897,19721,117880,1
41418,61016,119596,119597,118597,120789,194103,118424,120791,1
80193,1325,117961,117969,118910,118054,118054,117887,118055,1
38719,50570,118079,118080,117878,117885,118177,117887,117888,1
17849,46832,117989,117990,118810,118811,119759,19793,118813,1
75078,57813,118315,118316,125004,119976,301141,19793,119978,1
75078,7084,117961,118386,118317,117905,117906,290919,117908,1
30837,5249,117961,118386,123144,118396,233714,118398,118399,1
36927,1755,117961,117962,119223,125793,305057,118643,125795,1
80313,8520,117961,118386,119954,118259,118260,290919,118261,1
38392,11529,117929,117940,117941,117885,117913,117887,117888,1
27356,28253,118315,118463,123089,117905,130219,290919,117908,1
74463,4528,117961,118225,120054,119928,132654,118331,119929,1
40420,25813,117961,118300,118066,120988,213772,118643,120989,1
31232,9847,117876,117877,117878,117879,117879,19721,117880,1
42085,17451,117961,118052,126137,126138,252926,124136,126140,1
43629,17140,117961,118386,121961,118792,167148,118424,118794,1
20897,71189,117961,118386,128823,118318,168365,118205,118319,0
75078,27218,118315,118463,120764,120765,140197,118467,120767,0
14912,16974,117961,118300,119181,117905,117906,290919,117908,1
25553,66400,117910,117911,117920,123191,123191,19721,123192,1
75041,30519,117961,117962,119223,132671,118260,290919,132673,1
27690,5192,119596,119597,118825,118293,118294,118295,118296,1
17308,52481,117983,117984,117878,117879,117897,19721,117880,1
76542,4151,118990,118991,118992,118321,117906,290919,118322,1
34950,54296,117961,118327,120318,117905,117906,290919,117908,1
35376,28163,118315,118316,120361,118321,175154,290919,118322,1
4675,5657,117961,118300,121176,118321,117906,290919,118322,1
34434,4362,117961,118343,126955,118777,279443,308574,118779,1
19998,20183,118752,119070,119136,119587,176103,118704,119589,1
278393,3074,117961,117962,120677,307024,306404,118331,118332,1
74995,1146,117961,118225,120663,117905,117906,290919,117908,1
42532,3526,117961,118225,120323,119093,121698,119095,119096,1
20897,19673,117961,118446,16232,118530,278014,118131,118532,1
74995,6047,117961,118413,120370,118321,124400,290919,118322,1
43747,21009,117961,118343,149210,120097,174445,270488,120099,1
18418,4950,117961,118343,119598,120006,310997,118424,120008,1
37562,281951,118290,118291,119837,118422,160318,118424,118425,1
40997,8430,117961,118225,118403,117905,117906,290919,117908,1
35903,16974,117961,118300,119181,118321,118448,290919,118322,1
7677,3267,117961,118052,121949,120097,174445,270488,120099,0
75078,81903,118315,118316,118317,307024,310608,118331,118332,1
23965,5030,117961,118343,120126,119433,133686,118424,119435,1
20299,13742,117929,117940,117941,117885,117913,117887,117888,1
20666,15387,118555,118178,118575,119849,212678,118638,119851,1
43427,15729,120864,120865,124449,120647,310327,118398,120649,1
23194,13822,117961,118300,127849,127850,311360,118424,127851,1
74001,27872,118090,118091,117912,117879,117886,19721,117880,1
80659,14839,138798,138799,120539,120952,130134,118453,120954,1
76832,30533,91261,118026,119507,123045,123107,120518,123047,1
15064,3145,117961,118300,81476,118054,118054,117887,118055,1
75901,4528,117961,118225,120054,119928,310608,118331,119929,1
79121,52265,117961,118343,118833,118834,309123,118424,118836,1
75078,40932,118315,118463,118464,119172,162182,118467,119174,1
74995,1723,117961,119256,119257,280788,280788,292795,119082,1
79647,5360,117961,118446,122550,118321,117906,290919,118322,1
79092,7001,117961,118327,118933,128230,302830,4673,128231,1
3847,7553,117961,118225,118403,118784,118785,290919,118786,1
74478,14752,119134,119135,120054,118321,117906,290919,118322,1
80678,6222,117961,118052,118746,117905,117906,290919,117908,1
19989,1466,117961,118300,123749,125010,157062,118424,125012,1
4675,118619,117961,118343,119142,117905,117906,290919,117908,1
42880,4626,117961,118052,119972,118784,117906,290919,118786,0
38968,6083,117961,117962,122224,117905,117906,290919,117908,1
23127,16668,117961,118343,118514,118777,279443,308574,118779,1
25231,50117,117961,118327,118507,121527,128634,118398,121529,1
34425,51773,117961,118446,118684,118321,117906,290919,118322,1
23463,4815,118290,118291,118301,118293,118294,118295,118296,1
37138,4950,117961,118343,118911,118826,236735,118424,118828,1
28294,6454,117961,118343,118856,118321,117906,290919,118322,1
36463,4361,118573,118574,117945,117946,139383,292795,117948,1
18072,3281,117961,118225,120323,119093,120324,119095,119096,1
80551,50089,117961,118343,118514,118321,117906,290919,118322,1
40462,6220,117961,118327,121645,120690,127922,290919,120692,1
27755,20596,118095,118096,117941,118568,118568,19721,118570,1
3853,13828,117961,118300,121977,120647,311441,118398,120649,1
80723,50751,117961,118225,120535,123670,305057,121916,123672,1
38704,90027,117916,118150,118599,179731,131017,117887,117973,1
39883,24973,91261,118026,118229,273308,120072,249618,118232,1
79092,15006,117961,118327,120559,120773,123107,118960,120774,1
20332,7011,117961,118327,120685,118784,117906,290919,118786,1
38481,1208,117890,117891,117878,117885,117997,117887,117888,1
27082,141,117961,118225,122273,120773,118959,118960,120774,1
15365,3883,117961,118343,119987,118536,132799,308574,118539,1
27323,3281,117961,118225,120323,120591,120592,119095,120593,1
114042,31370,118212,118213,118360,118777,134910,308574,118779,1
25885,1945,118256,118257,118450,128093,219357,119184,128095,1
43670,70078,91261,118026,118202,117905,117906,290919,117908,1
75834,59748,117961,118386,120361,118321,240983,290919,118322,1
23990,13818,117961,118327,120171,118396,152795,118398,118399,1
18072,15371,118169,118170,117945,280788,155276,292795,119082,1
34434,5541,117961,118300,118514,118321,117906,290919,118322,1
75029,2983,117961,118343,118700,118321,117906,290919,118322,1
33241,6751,117961,117969,6725,125687,245631,6725,125689,1
15702,2069,118349,118350,117878,119192,186208,119184,119194,1
19310,55604,118023,118024,117895,117885,117955,117887,117888,1
73815,88387,118315,118463,118522,119172,121927,118467,119174,1
15356,28890,117961,118327,118529,122060,224977,290919,122062,1
90436,5244,117961,118343,119598,117905,117906,290919,117908,1
5112,15888,118595,118596,81476,120344,233010,118424,120346,1
80218,70056,117961,118225,118403,118777,279443,308574,118779,1
4675,1568,117961,118300,19772,118278,117906,290919,118279,1
35332,820,117961,118300,123719,118321,118406,290919,118322,1
25993,56058,118212,118213,118458,118912,309291,118424,118914,1
34516,98198,117961,118446,118471,130606,255657,118474,130607,1
43147,2930,117961,118343,118700,118321,118448,290919,118322,1
41265,5186,118887,118888,124656,118912,309291,118424,118914,1
22282,1038,117935,117936,117878,119502,117913,117887,119503,1
93015,16735,117961,118300,118783,118321,290919,290919,118322,1
80660,51178,117961,118386,121961,307024,311622,118331,118332,1
79121,17218,117961,118300,118395,118396,300044,118398,118399,1
33002,46254,117961,118327,126310,118641,123881,118643,118644,1
25814,46224,117961,118327,118378,120952,120953,118453,120954,1
32642,3464,118573,118574,118042,118043,118043,270488,118046,1
27323,4698,117961,117962,118352,117905,117906,290919,117908,1
39339,310697,117961,118343,118856,117905,117906,290919,117908,1
43872,2270,117961,118413,120584,120773,118959,118960,120774,1
17308,123367,117932,117933,117878,118568,120877,19721,118570,1
34865,3722,117961,118300,120059,119849,124718,118638,119851,1
75078,55274,91261,118026,118027,121143,129761,249618,121145,1
31661,54618,117961,118052,118821,117905,117906,290919,117908,1
75834,51073,117961,118225,120050,122860,257510,3130,122862,1
78241,3905,117961,118343,119945,118321,117906,290919,118322,1
52683,56007,117980,118076,117912,117879,117886,19721,117880,1
18418,2260,117961,118343,119598,118834,133686,118424,118836,1
32588,743,117961,118343,120722,118784,117906,290919,118786,1
73546,22599,117961,118343,119142,118685,131861,308574,118687,1
45969,1755,117961,117962,119223,150752,137949,118643,150754,1
80479,49574,117961,118327,118391,118958,256070,118960,118961,1
75216,38902,118256,118257,117945,118995,118806,292795,118997,0
79121,49440,117961,118300,118631,118054,118054,117887,118055,1
43296,19986,117961,118225,125139,120773,118959,118960,120774,0
79275,30533,91261,118026,119507,123045,123107,120518,123047,1
42976,15902,117961,118052,120398,118422,136989,118424,118425,1
41594,8461,117961,118327,118929,124810,131310,249618,124812,1
39333,18213,117961,118386,118746,118747,160002,118453,118749,1
22682,2582,117961,118343,121710,307024,133833,118331,118332,1
42093,49388,118887,118888,118631,118728,301534,118295,118730,1
27122,7822,117961,118327,118492,132692,174445,270488,132694,1
16191,2017,117961,118327,121645,117905,287626,290919,117908,0
19722,7491,117961,118300,119181,118321,117906,290919,118322,1
74909,56723,118315,118316,118317,118321,117906,290919,118322,1
43547,51301,118290,118291,121108,126869,118302,118295,126870,1
14570,23304,117961,118327,124921,137969,271378,118612,137970,0
78686,11987,118006,118007,117884,117885,117886,117887,117888,1
4675,8164,117961,118327,120685,118841,166363,118643,118843,1
80495,4933,117961,118300,118458,307024,301218,118331,118332,1
6921,4950,117961,118343,118911,118912,309291,118424,118914,1
4675,6225,117961,118343,118437,118368,139118,117887,118486,1
74754,53049,117961,118052,118053,118054,118054,117887,118055,1
93625,3967,117961,118052,118706,118321,117906,290919,118322,1
78555,36144,117961,118300,124816,118685,126297,308574,118687,1
33239,54618,117961,118052,118992,118784,118785,290919,118786,1
100973,18417,117961,118343,119598,307024,294485,118331,118332,1
16591,44053,117961,117962,117904,119949,123170,290919,119951,1
32622,8229,117961,118300,121305,117905,117906,290919,117908,1
75834,3242,117961,118343,118514,117905,117906,290919,117908,1
29100,3606,118169,118170,118179,126684,204891,292795,126685,0
17226,51342,117961,118343,118660,118702,187873,118704,118705,1
34714,2017,117961,118052,121645,118054,118054,117887,118055,0
44641,3811,120864,121013,118395,118396,269406,118398,118399,0
15013,8155,117902,117903,122007,117905,117906,290919,117908,1
73228,4378,117961,118327,118507,118863,122008,118398,118865,1
969,7703,117943,117944,117945,118274,129282,292795,118276,1
113904,22504,117961,118300,123055,120344,128788,118424,120346,1
4675,1249,117961,117962,118910,118321,117906,290919,118322,1
41594,27222,117961,118327,123757,118636,310589,118638,118639,1
37352,16588,119920,119921,137107,118321,117906,290919,118322,0
20299,27518,117929,117930,119569,179731,290132,117887,117973,0
74310,16643,119134,119135,118701,118702,151166,118704,118705,1
43894,5177,117961,118386,125016,120357,126416,118424,120359,1
34958,2061,117961,118327,120383,118641,306399,118643,118644,1
34924,3000,117961,118225,120551,118321,117906,290919,118322,1
32270,12394,119134,119135,125821,118422,300136,118424,118425,1
15064,7492,117961,118225,125919,118054,118054,117887,118055,1
28936,8368,91261,118026,118202,117905,117906,290919,117908,1
37260,4299,117876,117877,117878,118568,179860,19721,118570,1
4675,1903,117961,118343,118514,118685,120316,308574,118687,1
35819,14457,118219,118220,117884,117879,267952,19721,117880,1
36562,15481,118212,118213,118921,118890,305057,118398,118892,1
75901,5369,117961,118413,122007,118784,124402,290919,118786,1
16347,15422,117961,118052,122392,118054,118054,117887,118055,1
30584,49381,118573,118574,117945,259173,127423,292795,118943,1
79092,4590,117961,118343,118395,123067,269406,118398,123068,1
40331,4576,117961,118327,118391,123045,123107,120518,123047,1
20277,46788,117929,117940,117920,118568,163031,19721,118570,1
27082,15791,117961,118225,120663,118777,279443,308574,118779,1
78085,54606,118090,118091,131868,119192,139264,119184,119194,1
41897,3838,117961,118225,119924,118321,117906,290919,118322,1
972,4932,117961,118225,119824,123737,147851,118960,123738,1
38391,1855,119134,119135,117895,118568,307041,19721,118570,1
43757,16566,117961,118327,120559,118054,123102,117887,118055,1
80155,1334,117961,117962,118910,118451,130134,118453,118454,1
45902,6201,117961,118225,120663,117905,117906,290919,117908,1
5676,2229,117961,118386,118450,119192,132442,119184,119194,1
75639,15504,117961,118386,123656,118321,117906,290919,118322,1
70633,4698,117961,117962,118352,117905,117906,290919,117908,1
98163,3692,117961,118413,126229,128230,302830,4673,128231,1
45743,14731,117961,118446,118447,119346,302830,4673,119348,1
7541,2174,118256,118257,118450,121372,268307,119184,121374,1
73876,7807,117961,118327,118518,118043,118756,270488,118046,1
25993,3399,118752,119070,119781,130479,145269,119784,130481,1
75834,25607,117961,118343,118856,118321,117906,290919,118322,1
17849,53338,117961,117962,122215,118784,160543,290919,118786,1
78925,23200,117961,118343,123125,118685,120316,308574,118687,1
30326,69071,117916,118011,117920,118568,300163,19721,118570,1
1465,21033,117961,118300,123749,119849,166593,118638,119851,1
34902,5636,117961,118413,122007,118321,117906,290919,118322,1
13878,19350,118095,118096,117941,117899,117899,19721,117900,1
31401,3242,117961,118343,118514,117905,117906,290919,117908,1
25738,16973,117961,118300,124942,118321,117906,290919,118322,1
74528,4013,117961,118300,118514,117905,117906,290919,117908,1
34026,5456,117961,118225,118403,118321,117906,290919,118322,1
33111,4642,117961,118225,120551,117905,117906,290919,117908,1
80776,22853,117961,118386,118896,119849,182753,118638,119851,1
969,4519,117961,118300,118783,117905,240983,290919,117908,1
5045,3116,117961,118300,147589,118826,236735,118424,118828,1
44451,852,117961,117962,122215,118958,118959,118960,118961,1
111588,16922,117961,117962,118501,117905,117906,290919,117908,1
25985,16850,117961,118225,119092,119093,131097,119095,119096,1
35952,23440,117961,117962,118409,118523,310608,118331,118525,1
112627,34064,117961,118386,118746,118321,117906,290919,118322,1
39600,249,117961,118225,118403,118321,117906,290919,118322,1
78602,2641,117961,118327,118391,118321,117906,290919,118322,1
98500,7411,117961,118386,118746,118451,152307,118453,118454,1
75649,5093,117961,118446,124170,118396,233714,118398,118399,1
22680,6071,117961,118413,122007,117905,117906,290919,117908,1
75834,49384,117961,118343,118609,118728,301534,118295,118730,1
75033,25765,118006,118007,117941,118568,292195,19721,118570,1
35824,111936,117961,118300,118783,118784,117906,290919,118786,1
33080,21036,117961,118327,121694,118777,146567,308574,118779,1
39429,994,117961,118300,120312,119849,124690,118638,119851,1
189629,2373,117961,117962,118501,118536,204307,308574,118539,1
27801,7893,117961,118343,118979,120497,133686,118424,120499,1
80483,46526,117961,118300,119984,123067,269406,118398,123068,1
35916,7459,5110,117954,122672,125751,135104,118870,125753,1
25231,1276,117902,117903,118507,118863,142453,118398,118865,1
96516,15894,117961,118052,119986,118685,126297,308574,118687,1
1020,51036,117902,117903,119824,126184,128532,118762,126186,1
20222,15377,118256,118257,117945,118274,129082,292795,118276,1
3130,79603,117961,118386,125884,122860,189352,3130,122862,1
75324,3486,118752,119070,118042,118043,118043,270488,118046,1
28340,31070,118670,118671,117895,117885,117913,117887,117888,1
80202,127738,117961,118225,118403,118451,130134,118453,118454,1
5045,4175,117961,118343,119598,120497,133686,118424,120499,1
74995,34064,117961,118386,118746,118321,117906,290919,118322,1
34480,5238,118290,118291,118053,132692,134889,270488,132694,1
41685,17561,91261,118026,118202,118278,151426,290919,118279,1
19399,46788,117929,117940,117920,118568,163031,19721,118570,1
23096,50806,117961,118446,119961,118259,118260,290919,118261,1
15710,15383,117961,118343,119984,118396,269406,118398,118399,1
38708,83254,247952,118164,117878,117885,117879,117887,117888,1
25738,15412,117961,118343,119993,119849,310589,118638,119851,1
38391,85728,118212,118580,117895,117885,117913,117887,117888,1
37551,5541,117961,118300,118514,118321,117906,290919,118322,1
34645,6191,117961,118300,120297,118784,120474,290919,118786,1
42233,13671,117961,118327,118744,120690,120691,290919,120692,1
79422,3821,117961,118386,118522,118321,117906,290919,118322,1
6711,17394,117961,118413,122007,118321,118448,290919,118322,1
19945,1146,117961,118225,120663,117905,240983,290919,117908,1
76416,13441,117961,118225,122870,118207,279443,270488,118209,1
34433,8094,117961,118343,119142,118321,117906,290919,118322,1
77198,5657,125714,125715,121176,118321,117906,290919,118322,1
20364,4998,117961,118343,119598,118980,146026,118295,118982,1
73105,56744,117961,118386,118635,118636,310589,118638,118639,1
41740,5403,117961,118413,121639,118321,117906,290919,118322,1
33642,18046,117961,118300,118783,118321,117906,290919,118322,1
40997,51172,117961,118225,120551,120690,120691,290919,120692,1
34950,19829,117961,118386,118896,118784,121873,290919,118786,0
81524,4850,91261,118026,118027,119409,118148,119006,119411,1
75834,193,117961,118413,121639,118321,118448,290919,118322,1
14570,50318,117959,117960,117912,118568,132168,19721,118570,1
75477,3736,117961,118300,120059,118636,310589,118638,118639,1
78909,2373,117961,117962,118501,118536,204307,308574,118539,0
302049,4378,117961,118327,118507,118863,122008,118398,118865,1
36207,34479,118555,120862,118320,118321,117906,290919,118322,1
31661,71899,118990,118991,118992,135123,292871,120302,135125,1
75708,15642,117961,118386,118522,119997,278014,118131,119998,1
81468,44053,117961,117962,117904,119949,123170,290919,119951,1
44796,25237,117961,117962,118910,118321,117906,290919,118322,1
43680,53214,118095,118096,118008,117879,117897,19721,117880,1
33411,6124,117961,118343,6104,117905,117906,290919,117908,1
6502,13425,119027,119028,117878,118054,119029,117887,118055,1
35197,16643,119134,119135,118701,118702,284481,118704,118705,1
33148,21037,117961,117969,19666,179731,257952,117887,117973,1
25885,57580,118169,118170,118450,118636,131394,118638,118639,1
2809,2819,117961,118300,120410,118784,118785,290919,118786,1
95228,8168,117961,118300,118514,118318,168365,118205,118319,1
7543,23144,117961,118225,118403,119849,149249,118638,119851,1
18418,4215,118212,118213,118597,118728,301534,118295,118730,1
4675,101472,117961,118343,119142,118318,183817,118205,118319,1
45904,72157,118006,118007,117941,117899,122240,19721,117900,1
80830,16757,117961,118225,122273,118321,117906,290919,118322,1
73104,311696,117902,117903,118507,120990,120991,118398,120992,1
43535,2610,117961,118327,121979,117905,117906,290919,117908,1
31989,5464,117916,119623,118403,118321,117906,290919,118322,1
78149,46704,91261,118026,118202,118321,117906,290919,118322,1
16606,4945,117961,118300,118360,119849,148676,118638,119851,1
5334,1398,117961,118300,120722,118321,118448,290919,118322,1
36109,5919,117961,118446,16232,118321,117906,290919,118322,1
75834,5182,117961,118386,118404,119351,257510,3130,119353,1
87091,3944,117961,118343,118514,118321,117906,290919,118322,1
6580,47104,117890,117891,117878,117879,117879,19721,117880,1
79092,69225,117961,118052,118821,118321,117906,290919,118322,0
77500,7459,5110,117954,122672,118685,223708,308574,118687,1
43452,139593,119062,119091,119781,130479,169944,119784,130481,1
34920,8229,117961,118300,121305,118784,124402,290919,118786,1
16639,2908,117961,118343,118979,119433,133686,118424,119435,1
25993,5039,117961,118343,123125,118777,279443,308574,118779,1
6720,18040,117961,118300,118783,118321,117906,290919,118322,1
15805,18213,117961,118386,125016,118451,126309,118453,118454,1
3853,4584,117961,118300,120297,117905,117906,290919,117908,1
20281,56653,117916,118011,118599,179731,199148,117887,117973,1
78897,852,117961,117962,122215,118958,118959,118960,118961,1
74550,4659,117961,118225,120663,117905,290919,290919,117908,1
52688,770,117961,118300,119181,119346,302830,4673,119348,1
58678,74831,117961,118327,118391,118321,117906,290919,118322,1
43696,1088,117961,118327,119830,117905,117906,290919,117908,1
42093,60790,117961,118052,118867,118523,311622,118331,118525,1
45317,5043,117961,118300,118458,120006,310997,118424,120008,1
42976,50736,117961,118052,118821,118321,117906,290919,118322,1
22634,14855,117961,118300,123719,118451,153802,118453,118454,1
1937,2034,117961,118052,118328,299559,259703,118205,163732,1
39373,7520,117961,118343,124725,118784,117906,290919,118786,1
29304,8342,117975,117976,117912,118568,195390,19721,118570,1
4675,196,117961,118413,121639,128230,302830,4673,128231,1
34313,14674,11146,118491,117920,118568,163031,19721,118570,1
1020,1483,117961,117962,118840,118641,306399,118643,118644,1
37449,7072,117961,117962,118352,117905,117906,290919,117908,1
6921,1930,122880,122974,122870,120097,159929,270488,120099,1
3853,4147,117961,118300,118631,118422,300136,118424,118425,1
79092,4933,117961,118300,118458,307024,215389,118331,118332,1
39262,126057,118315,118463,122636,118465,126058,118467,118468,1
80234,17193,117961,117969,118970,118890,125128,118398,118892,1
80042,130164,117961,118225,129617,122297,122297,118331,118899,1
25993,39942,117961,118225,124380,307024,140976,118331,118332,1
38392,58473,117929,117930,117912,117885,117913,117887,117888,1
37139,17640,117961,118052,121668,118259,234813,290919,118261,1
1020,6137,117961,118225,119924,118259,118260,290919,118261,1
107890,5701,117961,118052,118821,118207,174445,270488,118209,1
36919,15887,117961,118052,120356,120357,127906,118424,120359,1
38279,27915,117926,117927,117941,118568,281735,19721,118570,1
37384,87910,91261,118026,119507,118278,118260,290919,118279,1
23964,5178,117961,118343,118660,118826,158101,118424,118828,1
35792,46185,118887,118888,118889,118890,311441,118398,118892,1
45950,32457,117961,118327,118320,118321,117906,290919,118322,1
38751,34479,118555,120862,118320,118321,117906,290919,118322,1
70202,50806,117961,118446,119961,118259,118260,290919,118261,1
27876,27611,117916,117917,117920,118568,122142,19721,118570,1
37793,58525,117890,117891,117878,117879,117879,19721,117880,0
14570,1999,118084,118085,131868,128093,139264,119184,128095,1
38392,46805,117929,117930,117920,118568,281735,19721,118570,1
34869,15956,117961,117969,121617,131849,148158,121620,131851,1
80645,79111,117961,118343,119945,119928,231633,118331,119929,1
3853,2344,118212,118213,118395,118396,233714,118398,118399,1
68726,16850,117961,118225,122298,122849,120324,119095,122850,1
39143,11987,118006,118007,118008,117879,117897,19721,117880,1
43017,26229,117916,118011,117941,117879,117886,19721,117880,0
33148,1350,117961,118052,120096,117905,117906,290919,117908,1
75035,18018,117983,117984,117878,118568,292195,19721,118570,1
31760,13814,117961,118343,119598,120497,133686,118424,120499,1
25993,6378,118114,118115,117920,118568,281735,19721,118570,1
87076,5244,117961,118343,119598,118321,240983,290919,118322,1
6977,59785,91261,118026,120671,121143,139068,249618,121145,1
75901,78094,118212,119763,119362,119363,119765,118667,119365,1
79927,50517,118602,118603,117941,118568,118568,19721,118570,1
39264,74943,118256,118257,117945,280788,125666,292795,119082,1
26360,5652,117961,118300,121305,118321,117906,290919,118322,1
80701,3838,117961,118225,119924,117905,240983,290919,117908,1
42873,5197,117961,118343,127491,307024,294485,118331,118332,1
1937,61247,117910,117911,117920,119192,169561,119184,119194,1
20294,72322,117916,118011,117884,117885,117913,117887,117888,1
75649,3878,117961,118327,119830,120172,230830,290919,120173,1
43439,32457,117961,118327,118320,117905,117906,290919,117908,1
23964,3993,117961,118343,119598,124576,124577,118424,124578,1
79774,4511,117961,118300,119181,118784,117906,290919,118786,1
25565,1755,117961,117962,119223,125793,305057,118643,125795,1
16145,8698,120864,120865,119824,117905,117906,290919,117908,0
74550,3053,117961,118225,120663,121594,131163,4673,121596,1
25322,123367,117932,117933,117878,117879,117879,19721,117880,1
79121,27067,117961,118300,118395,123067,300044,118398,123068,1
34433,50976,117961,118413,119968,117905,117906,290919,117908,1
34924,7370,117961,118413,118481,118321,117906,290919,118322,1
73144,4838,117961,118343,120126,119433,133686,118424,119435,1
17849,17916,117961,118446,118810,118811,120697,19793,118813,1
42085,52902,118595,118596,81476,120344,138524,118424,120346,1
25546,16371,117961,118446,118684,118321,117906,290919,118322,1
38704,65834,117983,117984,117878,117885,118020,117887,117888,1
4675,8251,117961,118327,118929,124810,131310,249618,124812,1
4675,49772,91261,118026,118746,118747,126309,118453,118749,1
73814,16850,117961,118225,122298,120591,127477,119095,120593,1
6690,8430,117961,118225,118403,118321,117906,290919,118322,1
34249,4100,118290,118291,120291,119928,278266,118331,119929,0
75078,255037,118315,118316,123656,118784,208095,290919,118786,1
3130,17386,117961,118446,119064,119743,244798,3130,119745,1
25731,3766,117961,118300,118360,125793,125793,118643,125795,1
14570,21698,118192,118193,117895,118194,118195,117887,118196,1
23096,36,117961,118413,119968,118321,117906,290919,118322,0
78078,852,117961,117962,122215,123737,118959,118960,123738,1
73228,86285,117961,117969,118673,120621,144978,19793,120623,1
32141,2803,117961,117962,126930,119587,145659,118704,119589,1
27297,57758,117961,118343,149210,118702,120065,118704,118705,1
4675,97016,119062,119091,118957,118278,118260,290919,118279,1
14354,50634,118163,118164,117878,117879,117879,19721,117880,1
45300,4993,117961,118343,118979,118826,134537,118424,118828,1
77977,3811,120864,121013,118395,118396,269406,118398,118399,0
74047,76568,117961,118386,118522,117905,117906,290919,117908,1
18072,5569,119280,119281,117945,117946,118806,292795,117948,1
33151,125466,117902,117903,120171,118863,141918,118398,118865,1
1937,1080,117961,118327,118378,118451,151171,118453,118454,1
41247,43994,117961,117962,118791,307024,306404,118331,118332,1
33111,6284,118212,118213,120551,117905,134159,290919,117908,1
