age,attrition_raw,business_travel,department,distance_from_home_km,education_level,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,overtime_flag,pct_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,voluntary_exit_flag,salary_band,seniority_level,performance_score,bonus_pct,promotion_eligibility,overtime_hours_per_month,attrition_risk_score,skill_rating,total_annual_compensation,remote_work_pct,work_life_score,burnout_index,manager_rating,peer_rating,overall_360_score,team_size,career_advancement_score
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,7,No,15,4,2,19,4,13,11,2,9,0,Band_3,Mid,2.33,6.75,0,0,0.333,2.99,63761,45.3,4.59,0.15,4.67,3.54,3.66,11,0.63
29,No,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,1,Yes,13,2,1,10,3,10,0,0,9,0,Band_3,Junior,1.8,5.74,0,10,3.108,2.65,56972,9.7,2.47,3.07,3.07,2.67,2.64,14,2.26
33,No,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,5505,1,No,14,3,2,6,5,6,2,0,4,0,Band_4,Junior,2.47,6.8,0,0,0.131,3.28,72115,2.0,3.36,0.94,3.49,3.72,3.18,13,1.61
32,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,5470,0,No,13,3,2,10,4,9,5,1,6,0,Band_4,Junior,2.33,5.83,0,0,0.862,2.85,71392,33.4,3.1,1.1,3.68,3.46,2.88,11,1.13
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,1,No,11,1,2,10,2,10,0,0,2,0,Band_4,Junior,2.07,6.51,0,0,0.682,2.72,72122,0.0,3.33,1.96,1.61,3.38,2.28,12,1.92
49,No,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,2587,4,Yes,16,2,1,17,2,2,2,2,2,0,Band_2,Junior,2.07,4.38,0,26,4.054,2.14,31933,45.4,2.42,3.01,2.41,3.03,2.39,11,0.44
38,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,2440,1,No,22,2,0,4,3,4,3,3,3,0,Band_1,Junior,3.8,8.59,0,0,1.409,2.44,33240,42.7,3.89,0.6,2.57,2.54,2.98,10,0.2
47,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,6,No,14,3,3,29,2,3,2,1,2,0,Band_6,Senior,2.47,10.83,0,0,1.341,2.47,212515,0.0,3.33,1.62,3.21,3.89,3.07,19,0.76
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,15379,4,No,14,1,0,23,2,8,7,0,0,0,Band_6,Senior,2.07,8.49,0,0,0.75,2.35,203095,44.7,3.91,0.92,1.0,3.15,2.02,12,2.0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,7082,3,Yes,16,4,0,21,2,2,0,0,2,0,Band_5,Mid,2.07,6.9,0,26,3.169,1.84,90314,5.5,2.57,2.91,4.01,2.84,2.86,15,1.87
20,No,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,1,No,11,1,0,2,3,2,2,0,2,0,Band_2,Junior,2.2,5.83,0,0,2.132,1.77,35246,0.0,3.33,0.96,1.61,2.8,2.02,11,1.62
33,No,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,5368,1,Yes,25,3,1,7,2,6,5,1,2,0,Band_4,Junior,4.07,11.03,1,15,1.737,2.28,73941,5.0,2.91,2.4,3.21,3.11,3.63,15,2.98
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,5347,6,No,14,2,2,10,2,3,2,0,2,0,Band_4,Junior,2.07,3.98,0,0,1.888,2.47,65746,42.4,3.22,2.03,2.41,3.23,2.42,11,2.07
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,3195,4,Yes,18,1,3,8,2,2,2,2,2,0,Band_2,Junior,2.07,2.85,0,11,1.084,2.14,41547,25.1,3.3,1.93,1.61,3.03,2.2,5,0.15
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,1,Laboratory Technician,3,Single,3989,1,Yes,11,1,0,5,2,5,4,1,2,1,Band_3,Junior,1.67,3.41,0,10,1.714,1.64,50410,52.4,3.69,1.29,1.61,2.06,1.88,7,0.97
38,No,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,1,Laboratory Technician,3,Married,3306,7,No,19,4,1,7,5,0,0,0,0,0,Band_2,Junior,2.47,5.58,0,0,0.648,2.47,41999,29.8,3.05,1.13,3.4,3.23,3.13,10,1.51
53,No,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,7005,3,No,15,3,0,11,2,4,3,1,2,0,Band_5,Mid,2.47,6.82,0,0,1.438,2.51,91250,29.1,3.71,1.38,3.21,3.92,3.26,12,0.68
48,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2655,2,Yes,11,3,2,19,3,9,7,7,7,1,Band_2,Junior,2.2,5.96,0,11,1.413,2.32,36590,8.0,3.08,1.74,3.75,3.14,3.06,13,0.46
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1393,1,No,12,1,0,1,2,1,0,0,0,1,Band_1,Junior,2.07,4.17,0,0,0.96,2.4,17882,45.8,3.93,0.57,1.0,3.18,2.12,7,1.64
26,No,Non-Travel,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,2570,1,No,20,3,0,7,5,7,7,5,7,0,Band_2,Junior,4.47,9.29,1,0,0.445,3.01,36253,48.2,3.96,0.55,3.75,3.56,4.11,11,2.11
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,1,Research Scientist,2,Divorced,3537,5,No,12,4,1,8,1,4,2,1,2,0,Band_2,Junior,1.53,2.92,0,0,2.679,1.97,45099,40.7,3.86,1.62,4.01,2.26,2.67,9,1.27
34,No,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,2,Laboratory Technician,4,Married,3986,1,No,14,3,1,15,3,15,10,4,13,0,Band_3,Mid,1.8,6.57,0,0,0.713,2.52,56133,37.7,4.49,0.88,4.06,2.59,2.61,12,0.96
60,No,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,3,Healthcare Representative,4,Divorced,10883,3,No,20,3,1,19,2,1,0,0,0,0,Band_6,Mid,3.27,8.73,0,0,0.536,2.4,142665,44.9,4.58,0.49,2.6,1.85,2.55,13,1.3
33,No,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,1,No,18,4,3,14,6,14,11,2,13,0,Band_1,Junior,3.0,6.94,0,0,2.116,3.49,31097,41.5,3.87,1.28,4.86,4.51,4.19,9,0.57
37,No,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,9525,1,No,14,3,2,6,2,6,3,1,3,0,Band_5,Junior,1.27,4.05,0,0,0.115,2.58,121150,20.4,2.93,1.54,3.37,1.96,2.14,11,1.15
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,1,Research Scientist,4,Married,2929,1,No,12,2,0,10,3,10,9,8,7,0,Band_2,Junior,1.8,3.84,0,0,1.192,2.65,37553,42.4,3.88,1.27,2.95,2.67,2.66,11,0.33
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,21,2,1,3,2,3,2,0,2,1,Band_1,Junior,4.07,9.93,0,23,1.87,2.17,32850,7.6,2.69,3.0,2.41,3.04,3.17,14,2.22
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,7879,1,Yes,19,2,1,9,2,8,7,6,7,0,Band_5,Mid,2.47,5.54,0,26,2.149,2.35,101326,64.8,3.33,2.76,2.95,3.82,3.05,13,0.55
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,1,Research Scientist,4,Single,4930,0,Yes,14,3,0,6,2,5,4,1,4,0,Band_4,Junior,1.67,2.97,0,19,1.943,2.54,63363,43.4,3.95,2.63,3.49,2.6,2.72,10,1.05
43,No,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Executive,4,Married,7847,1,Yes,17,1,1,10,3,10,9,8,8,0,Band_5,Junior,2.2,5.38,0,18,1.027,2.65,101751,12.4,2.91,2.24,2.22,3.34,2.53,15,0.15
24,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,1,Research Scientist,3,Married,4401,1,No,16,4,1,5,1,5,3,0,4,0,Band_3,Junior,2.33,3.94,0,0,1.102,2.01,56992,50.2,3.98,0.87,4.29,3.61,3.42,11,2.03
41,No,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,3,Sales Executive,3,Single,9241,1,No,12,2,0,10,3,10,8,8,7,0,Band_5,Mid,2.2,7.19,0,0,0.778,2.65,120814,13.9,3.51,0.84,2.95,3.34,2.91,14,0.08
29,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,2974,9,No,17,3,1,9,2,5,3,1,2,0,Band_2,Junior,2.07,5.17,0,0,1.052,2.54,39284,47.3,3.95,0.56,3.21,3.27,2.65,7,1.3
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,3,No,15,3,0,17,2,13,7,6,7,0,Band_3,Mid,2.07,7.49,0,0,0.348,2.82,61118,9.6,2.79,1.63,3.75,3.44,3.03,13,0.66
45,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,10748,3,No,23,4,1,25,3,23,15,14,4,0,Band_6,Mid,3.8,10.36,0,0,0.87,2.5,149351,45.8,3.26,1.33,4.29,2.58,3.7,12,0.52
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,1,1,Human Resources,3,Married,1555,1,No,11,3,1,1,2,1,0,0,0,1,Band_1,Junior,1.27,2.0,0,0,1.434,1.5,19634,25.4,3.66,0.74,2.6,1.3,1.75,5,1.98
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,4,Sales Executive,3,Married,12936,7,No,11,3,0,25,3,23,5,14,10,1,Band_6,Senior,1.4,7.97,0,0,1.05,3.1,174103,10.6,2.14,2.05,3.93,2.28,2.73,17,1.29
26,No,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,3,3,2,0,2,0,Band_1,Junior,1.4,2.63,0,0,1.026,2.7,27406,61.2,4.79,0.02,3.21,2.03,2.03,10,1.79
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,4,Research Director,2,Single,16704,1,No,11,3,0,21,2,21,6,8,6,0,Band_6,Senior,1.67,6.92,0,0,2.21,2.5,219501,54.7,4.04,0.5,3.68,2.58,2.44,13,0.88
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,3,1,Research Scientist,3,Married,3433,6,No,13,1,1,10,3,5,2,1,3,0,Band_2,Junior,2.2,5.15,0,0,1.515,2.48,44896,47.4,3.28,1.99,1.77,3.23,2.45,7,0.86
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,3477,1,No,14,4,1,6,2,5,2,0,3,0,Band_2,Junior,2.07,4.22,0,0,1.389,2.54,44914,51.8,4.67,0.76,4.17,3.27,3.27,8,1.93
41,No,Non-Travel,Human Resources,4,3,Human Resources,3,Male,1,2,Human Resources,2,Married,6430,6,No,19,2,1,10,4,3,2,1,2,0,Band_4,Junior,1.53,2.64,0,0,1.716,2.64,80716,23.0,3.63,1.1,2.41,2.0,1.96,4,0.53
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,2,Manufacturing Director,1,Married,6516,2,Yes,16,2,1,18,3,1,0,0,0,0,Band_4,Mid,2.2,6.57,0,14,3.429,2.04,83286,42.9,3.44,2.34,1.8,2.97,2.34,10,1.78
24,No,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,3907,1,No,13,2,3,6,2,6,2,1,2,0,Band_3,Junior,2.07,4.24,0,0,3.27,1.68,50411,52.6,4.68,0.76,2.41,2.75,2.48,10,1.02
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,6,No,14,4,0,19,3,10,7,0,9,0,Band_4,Mid,2.2,5.73,0,0,1.774,2.95,74013,56.9,4.07,0.81,4.67,3.52,3.36,11,2.51
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6883,2,No,16,2,1,17,3,7,7,0,7,0,Band_5,Mid,2.2,5.7,0,0,1.305,2.84,87231,38.8,3.84,0.63,2.95,3.45,2.75,12,1.52
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2862,1,No,12,2,1,10,2,10,0,0,8,0,Band_2,Junior,2.07,4.55,0,0,0.998,1.82,38878,41.1,3.2,1.71,3.02,2.83,2.65,7,1.99
47,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,4978,7,No,11,4,1,4,3,1,0,0,0,0,Band_4,Junior,2.2,6.45,0,0,1.383,2.64,63572,25.5,2.33,1.93,3.4,3.33,3.07,14,2.1
46,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Yes,12,2,1,13,5,10,6,0,3,0,Band_5,Mid,2.47,7.97,0,24,1.903,3.12,136102,8.8,2.01,3.49,2.57,3.62,2.71,15,2.0
36,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,2,Sales Executive,1,Divorced,6134,5,Yes,13,2,3,16,3,2,2,2,2,1,Band_4,Mid,1.8,6.95,0,15,3.657,2.97,79493,22.6,3.14,2.59,2.41,2.86,2.31,14,0.53
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,2,Sales Executive,2,Single,6735,6,No,15,2,0,10,2,0,0,0,0,1,Band_5,Junior,1.27,4.58,0,0,1.968,1.77,85504,9.7,3.46,1.87,1.8,1.47,1.49,14,1.54
23,No,Travel_Rarely,Research & Development,4,1,Medical,3,Female,3,1,Laboratory Technician,2,Single,3295,1,No,13,3,0,3,3,3,2,1,2,0,Band_2,Junior,2.2,5.1,0,0,1.298,1.8,43138,47.0,2.61,1.75,3.21,2.82,2.79,7,0.68
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,5238,2,No,20,4,0,9,3,5,4,1,4,0,Band_4,Junior,4.2,9.84,1,0,0.759,1.88,70183,42.6,3.22,1.03,4.29,2.87,3.83,9,2.52
39,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Married,6472,1,Yes,15,4,1,9,2,9,8,5,8,0,Band_4,Junior,2.07,5.15,0,13,1.159,2.38,84614,52.5,3.59,1.52,4.62,3.17,3.23,9,0.32
32,No,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,3,Sales Executive,3,Married,9610,3,No,13,3,1,10,2,4,3,0,2,0,Band_5,Mid,1.27,5.3,0,0,1.409,2.21,123126,18.9,2.24,1.65,3.21,1.74,2.24,13,1.63
40,No,Travel_Rarely,Sales,7,4,Medical,2,Male,3,5,Manager,2,Single,19833,1,No,14,2,0,21,3,21,8,12,8,0,Band_6,Director,2.2,11.63,0,0,1.705,3.34,270855,0.0,2.67,2.04,3.02,3.76,2.89,21,0.71
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,9756,4,No,21,3,2,9,2,5,0,0,3,0,Band_5,Mid,3.27,7.31,0,0,0.871,2.24,126325,27.2,4.35,0.63,3.37,1.75,2.81,7,1.71
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,4968,0,No,16,4,0,10,2,9,7,0,7,0,Band_4,Junior,1.67,4.18,0,0,1.66,2.68,63850,52.3,4.01,0.52,4.55,2.69,2.79,7,1.91
24,No,Travel_Frequently,Human Resources,10,3,Medical,1,Male,3,1,Human Resources,4,Married,2145,0,No,14,4,1,3,2,2,2,2,1,0,Band_1,Junior,2.07,3.54,0,0,1.043,2.14,27821,29.0,3.71,1.71,3.78,3.03,2.87,6,0.46
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,2180,6,No,11,3,1,6,0,4,2,1,2,1,Band_1,Junior,1.4,1.87,0,0,0.599,1.74,27615,26.1,3.0,1.5,3.21,2.12,2.31,8,0.93
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,8346,1,No,19,3,1,6,3,5,2,0,2,0,Band_5,Junior,2.2,5.38,0,0,1.908,2.48,105953,16.1,3.54,1.82,3.21,3.23,2.9,14,1.77
27,No,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,3445,1,No,11,3,0,6,5,6,2,1,4,0,Band_2,Junior,2.47,5.28,0,0,0.541,2.98,43675,53.8,3.36,1.27,3.49,3.54,3.22,10,0.74
29,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,1,Sales Representative,2,Single,2760,1,No,13,3,0,2,3,2,2,2,2,1,Band_2,Junior,1.4,3.8,0,0,2.0,2.37,35544,4.4,3.39,1.58,3.21,1.83,2.23,15,0.59
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,4,2,Healthcare Representative,3,Single,6294,8,Yes,12,4,0,10,5,3,2,0,2,0,Band_4,Junior,2.87,6.71,0,19,1.459,2.87,80909,46.7,3.99,1.6,4.01,4.14,3.9,7,2.11
30,No,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,7140,2,No,11,1,1,12,2,7,7,1,7,0,Band_5,Mid,1.67,7.41,0,0,2.318,2.01,94043,0.0,3.33,1.29,2.15,2.28,1.93,15,1.07
34,No,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,1,Research Scientist,4,Married,2932,0,Yes,14,1,3,6,3,5,0,1,2,0,Band_2,Junior,2.6,5.25,0,21,1.682,2.78,39273,37.8,3.15,2.26,1.61,4.08,2.5,8,0.82
33,No,Non-Travel,Sales,2,3,Marketing,4,Female,3,2,Sales Executive,2,Single,5147,8,No,15,4,0,13,2,11,7,1,7,0,Band_4,Mid,2.07,7.66,0,0,1.216,2.45,68198,9.0,2.78,1.31,4.55,3.21,3.15,16,1.13
49,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Executive,4,Single,4507,3,No,12,3,0,8,1,5,1,0,4,0,Band_3,Junior,1.93,5.35,0,0,0.0,2.31,58191,8.3,4.11,0.46,3.49,3.13,2.75,15,1.39
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,3,Sales Executive,1,Single,8564,2,Yes,20,3,0,11,2,0,0,0,0,1,Band_5,Mid,4.07,11.47,0,19,4.309,2.07,114419,0.3,2.06,3.84,2.6,2.98,3.11,13,1.72
38,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,2468,4,No,14,2,1,9,4,6,1,0,5,0,Band_1,Junior,1.93,4.6,0,0,1.756,2.44,32782,39.3,3.18,1.38,2.79,2.54,2.43,7,1.84
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,3,Sales Executive,3,Married,8161,2,No,13,1,3,10,2,1,0,0,0,1,Band_5,Mid,2.07,7.49,0,0,1.408,2.4,106508,0.0,3.33,1.96,1.0,3.18,2.18,17,1.55
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,2109,1,No,13,3,1,1,2,1,0,0,0,0,Band_1,Junior,1.67,4.52,0,0,2.071,2.1,25638,48.6,3.96,0.55,2.6,2.34,2.38,9,1.59
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,5294,3,No,16,3,1,10,3,7,0,1,7,0,Band_4,Junior,2.6,5.4,0,0,0.793,2.54,69164,29.3,3.71,1.04,3.75,3.94,3.47,8,0.93
32,No,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,3,1,Research Scientist,2,Single,2718,2,No,14,2,0,12,3,7,7,0,7,0,Band_2,Junior,2.2,5.29,0,0,1.9,2.84,36917,36.9,3.81,1.31,2.95,3.45,3.09,7,2.22
38,No,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,1,15,2,1,0,1,0,0,Band_4,Mid,1.27,4.35,0,11,1.847,2.1,72866,30.1,3.37,2.22,2.6,1.67,1.81,10,1.12
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,2,1,Research Scientist,3,Married,2437,9,Yes,16,4,1,6,4,1,0,0,0,1,Band_1,Junior,1.93,4.61,0,10,1.581,2.57,30732,48.4,3.64,1.65,3.4,2.62,2.46,7,1.55
42,No,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,1,Laboratory Technician,2,Divorced,2766,8,No,22,2,3,7,6,5,3,0,4,0,Band_2,Junior,4.6,9.7,0,0,2.072,3.18,37996,30.6,3.06,1.79,2.69,3.66,3.78,8,1.78
55,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,5,Research Director,1,Married,19038,8,No,12,2,3,34,2,1,0,0,0,0,Band_6,Director,1.67,8.13,0,0,2.145,2.1,247555,45.3,3.92,0.91,1.8,2.34,1.7,13,1.66
33,No,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,3,2,Research Scientist,2,Divorced,3055,5,No,15,4,2,11,2,9,8,1,7,0,Band_2,Mid,2.07,5.95,0,0,1.287,2.38,41557,58.1,3.42,0.9,4.55,3.17,3.18,9,1.3
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Divorced,2289,1,No,20,2,2,5,2,5,3,0,4,0,Band_1,Junior,4.07,8.37,0,0,2.303,2.54,31466,58.4,4.09,0.8,2.69,3.27,3.41,11,1.94
34,No,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,2,Sales Executive,3,Divorced,4001,1,Yes,14,3,1,15,3,15,14,0,7,0,Band_3,Mid,2.2,8.12,0,10,1.477,2.82,54875,0.0,3.01,1.72,3.75,3.44,3.1,16,2.24
53,No,Non-Travel,Research & Development,1,4,Medical,1,Female,2,4,Manufacturing Director,3,Married,12965,4,Yes,20,4,3,27,2,3,2,0,2,0,Band_6,Senior,3.67,11.26,0,23,2.372,2.47,174641,47.4,2.54,3.76,4.01,2.56,3.43,15,1.98
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,1,Human Resources,4,Single,3539,0,No,13,2,0,10,5,9,7,1,8,0,Band_2,Junior,2.47,4.66,0,0,0.637,3.08,47630,22.1,3.62,1.44,3.02,3.6,2.86,5,0.95
34,No,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,2,Sales Executive,4,Single,6029,5,No,12,1,0,6,3,2,2,2,2,0,Band_4,Junior,1.4,5.35,0,0,0.437,2.07,76867,0.0,3.33,0.96,1.61,1.65,1.55,12,0.91
21,Yes,Travel_Rarely,Sales,7,1,Marketing,2,Male,3,1,Sales Representative,2,Single,2679,1,No,13,2,0,1,3,1,0,1,0,1,Band_2,Junior,2.2,7.01,0,0,2.017,1.74,33456,7.1,3.43,1.56,1.8,2.78,2.35,12,0.85
38,No,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,1,Laboratory Technician,3,Married,3702,1,No,11,2,1,5,3,5,4,0,4,0,Band_3,Junior,1.8,3.75,0,0,0.335,2.17,47248,54.8,4.04,0.5,2.69,2.38,2.29,9,1.69
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,3,Female,3,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,0,1,6,1,0,0,0,1,Band_1,Junior,2.6,5.83,0,10,2.495,2.43,30859,49.8,3.66,1.64,2.6,3.2,2.68,7,1.72
31,No,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Executive,4,Married,5468,1,No,14,1,2,13,3,12,7,5,7,0,Band_4,Mid,1.8,6.62,0,0,1.605,3.02,72044,2.3,3.36,1.94,2.15,2.89,2.1,14,0.88
51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,3,3,Manager,3,Married,13116,2,No,11,4,0,15,2,2,2,2,2,0,Band_6,Mid,2.07,6.02,0,0,0.983,2.14,167079,50.6,3.99,1.53,4.01,3.03,2.94,13,0.46
37,No,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,2,Sales Executive,2,Married,4189,1,No,14,1,2,5,2,5,2,0,3,0,Band_3,Junior,1.67,4.86,0,0,1.873,1.94,52834,0.0,3.33,1.62,1.77,2.24,1.92,12,2.14
46,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,5,Research Director,4,Divorced,19328,7,Yes,17,3,1,24,3,2,1,2,2,0,Band_6,Director,2.2,10.1,0,25,2.003,2.67,256347,39.0,3.03,2.89,3.21,3.35,2.94,16,0.41
36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,8321,7,Yes,13,4,1,15,1,12,8,5,7,0,Band_5,Mid,1.93,5.89,0,16,2.76,2.25,108866,38.4,3.31,1.87,4.55,3.09,3.1,10,0.38
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,3,Male,3,1,Research Scientist,2,Divorced,2342,1,Yes,12,3,3,6,2,5,3,2,3,1,Band_1,Junior,2.07,4.4,0,12,2.277,1.94,29274,45.6,2.87,2.26,3.37,2.9,2.51,11,0.83
37,No,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,2,Human Resources,2,Divorced,4071,2,No,13,3,0,19,4,10,0,4,7,0,Band_3,Mid,2.33,6.16,0,0,1.72,2.58,54642,28.4,3.03,1.48,3.75,3.29,3.17,9,0.35
35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,3,Male,3,2,Sales Executive,4,Single,5813,1,Yes,18,4,0,10,2,10,7,7,7,1,Band_4,Junior,2.07,4.93,0,12,1.927,2.42,75650,6.9,3.04,2.15,4.55,3.2,3.17,15,0.63
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Male,4,1,Research Scientist,1,Married,3143,6,No,19,2,1,14,1,10,8,7,6,0,Band_2,Junior,2.33,4.06,0,0,1.88,2.48,42160,43.6,3.9,0.59,2.88,3.9,3.08,9,0.52
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2044,1,No,11,3,1,5,6,5,3,0,3,0,Band_1,Junior,2.6,6.04,0,0,0.0,3.18,26946,45.2,4.59,0.48,3.37,3.66,3.1,11,1.69
39,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,3,Research Director,3,Single,13464,7,No,21,3,0,9,3,4,3,2,2,0,Band_6,Mid,4.2,10.6,1,0,1.059,1.84,179053,49.3,3.97,0.88,3.21,2.84,3.33,10,2.61
